title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,event_date_utc,continent,country
"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,1,5,green,1,670,us,0,3.246,12,mww,23,-6.5108,154.46,2014-12-07,,
"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,1,3,green,0,670,us,0,2.6,9,mww,614,6.1572,123.126,2014-12-02,,Philippines
"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,6,5,green,1,713,us,0,1.421,19,mww,39,1.9604,126.575,2014-11-26,,Indonesia
"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,5,5,green,1,652,us,0,1.549,9,mww,35,2.2999,127.056,2014-11-21,,Indonesia
"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,7,4,green,1,698,us,0,1.079,25,mww,22,-37.6478,179.662,2014-11-16,,
"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,4,6,green,1,779,us,0,1.397,18,mww,45,1.8929,126.522,2014-11-15,,Indonesia
"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,2,6,green,1,671,us,0,3.557,13,mww,53.19,-5.9873,148.232,2014-11-07,,Papua New Guinea
M 7.1 - Fiji region,7.1,3,6,green,1,776,us,0,4.415,13,mww,434,-19.6903,-177.759,2014-11-01,,
"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,8,6,yellow,1,982,us,0,1.078,18,mww,40,12.5262,-88.1225,2014-10-14,,
"M 6.7 - 43 km NW of Piti Village, Guam",6.7,5,5,green,1,724,us,0,0.46,11,mww,130,13.7641,144.429,2014-09-17,,
"M 6.8 - 38 km NW of Aniso, Peru",6.8,6,6,green,1,741,us,0,4.107,18,mww,101,-14.598,-73.5714,2014-08-24,South America,Peru
M 6.9 - Federated States of Micronesia region,6.9,0,4,green,1,732,us,0,6.393,12,mww,13,0.8295,146.169,2014-08-03,,
M 6.9 - Fiji region,6.9,0,6,green,1,732,us,0,3.934,15,mww,615.42,-19.8015,-178.4,2014-07-21,,Fiji
"M 6.5 - 139 km ESE of Namie, Japan",6.5,5,4,green,1,706,us,0,2.421,9,mww,20,37.0052,142.452,2014-07-11,,
"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,8,7,orange,1,1079,us,0,0.263,51,mww,53,14.724,-92.4614,2014-07-07,,Mexico
"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,0,4,green,1,650,us,0,2.124,15,mww,20,-6.2304,152.807,2014-07-04,,
"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,0,5,green,1,691,us,0,6.713,45,mww,18,-14.9831,-175.51,2014-06-29,,
M 6.9 - South Sandwich Islands region,6.9,0,5,green,1,732,us,0,4.838,25,mww,8,-55.4703,-28.3669,2014-06-29,,
"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,6,8,green,1,963,us,0,0.133,22,mww,109,51.8486,178.735,2014-06-23,North America,United States of America
"M 6.7 - Kermadec Islands, New Zealand",6.7,0,5,green,0,691,us,0,0.748,43,mwc,26.59,-29.9414,-177.607,2014-06-23,,
"M 6.5 - Kermadec Islands, New Zealand",6.5,0,5,green,0,650,us,0,0.778,30,mwc,10,-29.9379,-177.516,2014-06-23,,
"M 6.9 - Kermadec Islands, New Zealand",6.9,0,5,green,1,732,us,0,0.751,35,mww,20,-29.9772,-177.725,2014-06-23,,
"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,9,7,green,0,951,us,0,0.402,25,mww,6.43,40.2893,25.3889,2014-05-24,Europe,Greece
"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,7,5,green,1,694,us,0,3.121,33,mww,10,7.2096,-82.3045,2014-05-13,,
"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,0,5,green,1,670,us,0,3.34,10,mww,106,-21.4542,170.355,2014-05-01,,
"M 6.5 - 107 km WSW of Vernon, Canada",6.5,4,6,green,1,838,us,0,0,0,mww,10,49.6388,-127.732,2014-04-24,,
"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,0,6,green,1,865,us,0,3.82,16,mww,43.37,-6.7547,155.024,2014-04-19,,
"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,0,6,green,1,670,us,0,3.803,11,mww,29,-6.6558,155.087,2014-04-19,,Papua New Guinea
"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,8,7,yellow,1,1017,us,0,2.25,46,mww,24,17.397,-100.972,2014-04-18,North America,Mexico
"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,0,6,green,0,670,us,0,2.666,22,mww,10,-11.1284,162.052,2014-04-13,,
"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,0,6,green,1,842,us,0,2.885,17,mww,39,-11.4633,162.051,2014-04-13,,
"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,0,7,green,1,889,us,0,2.828,13,mww,22.56,-11.2701,162.148,2014-04-12,,
"M 6.6 - 15 km N of Belén, Nicaragua",6.6,6,5,green,1,677,us,0,0.761,20,mww,135,11.642,-85.8779,2014-04-11,,Nicaragua
"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,0,6,green,1,650,us,0,3.787,16,mww,20,-6.7878,154.95,2014-04-11,,
"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,0,7,green,1,776,us,0,3.729,21,mww,60.53,-6.5858,155.048,2014-04-11,,Papua New Guinea
"M 7.7 - 53 km SW of Iquique, Chile",7.7,8,9,yellow,1,1057,us,0,1.029,44,mww,22.4,-20.5709,-70.4931,2014-04-03,,
"M 6.5 - 45 km WSW of Iquique, Chile",6.5,7,7,green,0,670,us,0,0.828,82,mww,24.07,-20.3113,-70.5756,2014-04-03,,
"M 6.9 - 90 km WNW of Iquique, Chile",6.9,0,5,green,0,732,us,0,0.828,119,mww,28.42,-19.8927,-70.9455,2014-04-01,,
"M 8.2 - 93 km NW of Iquique, Chile",8.2,9,8,yellow,1,1332,us,0,0.609,23,mww,25,-19.6097,-70.7691,2014-04-01,,
"M 6.7 - 63 km WNW of Iquique, Chile",6.7,7,7,green,1,718,us,0,1.008,44,mww,20,-19.9807,-70.7022,2014-03-16,,
"M 6.8 - 77 km WNW of Indianola, California",6.8,5,5,green,1,1211,nc,112,0.6568,229,mw,16.441,40.8287,-125.134,2014-03-10,,
"M 6.5 - 109 km NW of Nago, Japan",6.5,4,5,green,1,668,us,0,1.001,17,mww,119,27.4312,127.367,2014-03-02,,
"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,5,4,green,1,681,us,0,1.635,30,mww,14.83,14.6682,-58.9272,2014-02-18,,
"M 6.9 - 272 km ESE of Hotan, China",6.9,3,8,yellow,0,733,us,0,7.496,18,mww,10,35.9053,82.5864,2014-02-12,Asia,People's Republic of China
"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,0,5,green,1,650,us,0,0.409,20,mww,122,-15.0691,167.372,2014-02-07,,Vanuatu
M 6.5 - south of the Kermadec Islands,6.5,0,3,green,1,650,us,0,3.651,22,mww,44.26,-32.9076,-177.881,2014-02-02,,
"M 6.5 - 32 km W of Sola, Vanuatu",6.5,0,4,green,1,650,us,0,3.997,14,mww,187,-13.8633,167.249,2014-01-01,,Vanuatu
M 6.5 - Fiji region,6.5,3,4,green,0,651,us,0,5.194,22,mww,371,-17.1171,-176.545,2013-11-23,,
M 7.7 - Scotia Sea,7.7,1,8,green,1,912,us,0,8.05,23,mww,10,-60.2738,-46.4011,2013-11-17,,United Kingdom of Great Britain and Northern Ireland (the)
M 6.9 - Scotia Sea,6.9,0,5,green,1,732,us,0,8.284,17,mww,9.97,-60.2627,-47.0621,2013-11-16,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,6,7,green,1,723,us,0,0.636,31,mww,27,-30.2921,-71.5215,2013-10-31,South America,Chile
"M 7.1 - off the east coast of Honshu, Japan",7.1,6,4,green,1,872,us,0,3.968,10,mww,35,37.1557,144.661,2013-10-25,,
"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,8,5,green,1,692,us,0,1.98,44,mww,9.45,26.0913,-110.321,2013-10-19,,
"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,0,6,green,1,711,us,0,5.79,9,mww,35,-6.4456,154.931,2013-10-16,,Papua New Guinea
"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,9,8,orange,1,1092,us,0,3.144,12,mww,19.04,9.8796,124.117,2013-10-15,,Philippines
"M 6.6 - 36 km W of Kíssamos, Greece",6.6,5,6,yellow,0,691,us,0,1.984,40,mww,40,35.5142,23.2523,2013-10-12,Europe,
M 6.7 - Sea of Okhotsk,6.7,0,3,green,0,691,us,0,2.958,11,mww,573,53.1995,152.786,2013-10-01,,
"M 6.5 - Kermadec Islands, New Zealand",6.5,0,4,green,1,650,us,0,1.709,21,mww,41.54,-30.9255,-178.323,2013-09-30,,
"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,7,7,orange,0,1005,us,0,7.359,17,mww,12,27.1825,65.5052,2013-09-28,Asia,Pakistan
"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,8,7,green,1,843,us,0,4.446,17,mww,40,-15.8385,-74.5112,2013-09-25,,Peru
"M 7.7 - 113 km NW of Bela, Pakistan",7.7,5,8,red,0,2015,us,0,7.241,17,mww,15,26.951,65.5009,2013-09-24,Asia,Pakistan
"M 6.5 - 81 km SSW of Atka, Alaska",6.5,0,6,green,1,650,us,0,0.735,24,mww,20,51.5573,-174.767,2013-09-04,,
"M 6.5 - Izu Islands, Japan region",6.5,5,3,green,0,739,us,0,3.276,26,mww,402,29.9377,138.833,2013-09-04,,
"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,4,5,green,0,668,us,0,3.097,11,mww,112,-7.44,128.221,2013-09-01,,Indonesia
"M 7.0 - 101 km SW of Atka, Alaska",7,5,6,green,0,758,us,0,0.624,53,mww,29,51.537,-175.23,2013-08-30,,
"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,9,7,yellow,1,690,us,0,0,0,mww,8.2,-41.734,174.152,2013-08-16,,New Zealand
"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,4,5,green,1,715,us,0,3.741,22,mww,12,5.7732,-78.1999,2013-08-13,,
"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,6,7,yellow,1,693,us,229,0,20,mww,17,-41.704,174.337,2013-07-21,,New Zealand
M 7.3 - South Sandwich Islands region,7.3,0,6,green,1,820,us,398,0,43,mww,11,-60.857,-25.07,2013-07-15,,United Kingdom of Great Britain and Northern Ireland (the)
"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,4,6,green,0,674,us,139,0,14,mww,56,-6.029,149.706,2013-07-07,,Papua New Guinea
"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,0,4,green,1,820,us,117,0,24,mww,385.5,-3.917,153.927,2013-07-07,,Papua New Guinea
M 6.6 - northern Mid-Atlantic Ridge,6.6,0,7,green,1,670,us,111,0,16,mww,10,10.701,-42.594,2013-06-24,,
"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,5,6,green,1,679,us,698,0,27,mww,30,11.763,-86.926,2013-06-15,,
"M 6.7 - south of Java, Indonesia",6.7,5,4,green,0,710,us,515,0,24,mww,9,-10.004,107.236,2013-06-13,,
M 6.7 - Sea of Okhotsk,6.7,0,3,green,1,691,us,217,0,25.2,mwb,624,52.235,151.444,2013-05-24,,
M 8.3 - Sea of Okhotsk,8.3,5,5,green,1,1115,us,385,0,10,mww,598.1,54.892,153.221,2013-05-24,,
"M 7.4 - 292 km SW of Vaini, Tonga",7.4,0,6,green,1,842,us,626,0,16,mww,173.7,-23.009,-177.232,2013-05-23,,
"M 6.8 - Pagan region, Northern Mariana Islands",6.8,0,3,green,0,711,us,131,0,18,mww,602.2,18.728,145.288,2013-05-14,,
"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,0,6,green,1,650,us,264,0,16.6,mww,10,-3.898,152.127,2013-04-23,,Papua New Guinea
"M 6.6 - 56 km WSW of Linqiong, China",6.6,8,8,red,0,2083,us,548,0,12.6,mww,14,30.308,102.888,2013-04-20,Asia,People's Republic of China
"M 7.2 - 252 km ENE of Kuril’sk, Russia",7.2,5,7,green,1,804,us,770,0,10.1,mww,110,46.221,150.788,2013-04-19,Asia,Russia
"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,7,7,green,1,672,us,445,0,11,mww,13,-3.214,142.542,2013-04-16,,Papua New Guinea
"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,8,8,yellow,0,1421,us,506,0,26.6,mww,80,28.033,61.996,2013-04-16,Asia,Iran
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,0,5,green,1,670,us,491,0,11.5,mww,31,-6.475,154.607,2013-04-14,,
"M 7.0 - 260 km WSW of Abepura, Indonesia",7,3,7,green,1,755,us,640,0,11.4,mww,66,-3.517,138.476,2013-04-06,,Indonesia
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,0,6,green,1,650,us,317,0,14.2,mww,28,-6.598,148.174,2013-03-10,,Papua New Guinea
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,3,6,green,0,651,us,480,0,20.7,mww,29,50.958,157.408,2013-03-01,Asia,
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,5,6,green,1,736,us,531,0,20.7,mww,41,50.954,157.283,2013-02-28,Asia,
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,0,7,green,1,670,us,697,0,15.3,mww,11,67.631,142.508,2013-02-14,Asia,Russia
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,0,6,green,1,670,us,421,0,16.6,mww,18,-10.994,165.741,2013-02-09,,Solomon Islands
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,5,5,green,1,904,us,562,0,23.7,mww,145,1.135,-77.393,2013-02-09,South America,Colombia
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,9,6,green,1,780,us,334,0,16.5,mww,21,-10.928,166.018,2013-02-08,,Solomon Islands
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,0,7,green,1,711,us,400,0,17.5,mww,12,-10.838,165.969,2013-02-08,,Solomon Islands
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,0,6,green,1,691,us,387,0,26.5,mww,11,-10.997,165.655,2013-02-07,,Solomon Islands
"M 7.0 - 33 km NW of Lata, Solomon Islands",7,0,6,green,0,754,us,445,0,17.5,mww,8.8,-10.499,165.588,2013-02-06,,Solomon Islands
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,0,5,green,0,776,us,550,0,18.4,mww,10,-11.183,164.882,2013-02-06,,
"M 8.0 - 75 km W of Lata, Solomon Islands",8,8,7,green,1,993,us,460,0,20.9,mww,24,-10.799,165.114,2013-02-06,,
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,6,7,yellow,0,814,us,686,0,28,mww,107,42.77,143.092,2013-02-02,Asia,Japan
"M 6.8 - 54 km N of Vallenar, Chile",6.8,6,7,green,0,771,us,596,0,19.3,mww,45,-28.094,-70.653,2013-01-30,South America,Chile
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,6,6,,0,1425,ak,0,0,0,mw,8.7,55.228,-134.859,2013-01-05,,
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,0,4,,0,691,us,521,0,13.7,mww,200.7,-14.344,167.286,2012-12-21,,Vanuatu
M 7.1 - Banda Sea,7.1,5,5,,0,843,us,517,0,8.7,mww,155,-6.533,129.825,2012-12-10,,Indonesia
"M 7.3 - 234 km SE of ?funato, Japan",7.3,6,5,,0,1014,us,918,0,14.8,mww,31,37.89,143.949,2012-12-07,,
"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,4,5,,0,708,us,598,0,57.3,mww,20,14.129,-92.164,2012-11-11,,
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,7,6,,0,795,us,391,0,13.7,mww,13.7,23.005,95.885,2012-11-11,Asia,Myanmar
"M 7.4 - 33 km S of Champerico, Guatemala",7.4,8,7,yellow,0,1455,us,751,0,25.5,mww,24,13.988,-91.895,2012-11-07,,
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,8,7,,0,1726,us,807,0,42.7,mww,14,52.788,-132.101,2012-10-28,North America,Canada
M 6.5 - Costa Rica,6.5,6,6,,0,745,us,691,0,34.4,mww,17,10.086,-85.298,2012-10-24,,Costa Rica
"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,3,5,,0,675,us,291,0,17.7,mww,13,-4.892,134.03,2012-10-12,,Indonesia
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,7,6,,0,1221,us,934,0,15.5,mww,170,1.929,-76.362,2012-09-30,South America,Colombia
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,8,7,,0,1555,us,703,0,34.3,mww,35,10.085,-85.315,2012-09-05,,Costa Rica
"M 7.6 - 89 km E of Sulangan, Philippines",7.6,8,5,,0,1115,us,682,0,10.2,mww,28,10.811,126.638,2012-08-31,,
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,5,5,,0,994,us,417,0,37,mww,28,12.139,-88.59,2012-08-27,,
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,4,5,,0,678,us,497,0,14.6,mww,91.1,2.19,126.837,2012-08-26,,Indonesia
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,7,4,,0,941,us,862,0,13.8,mww,583.2,49.8,145.064,2012-08-14,,
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,5,6,,0,653,us,576,0,11.7,mww,41,-4.651,153.173,2012-07-28,,Papua New Guinea
"M 6.6 - 76 km W of Neiafu, Tonga",6.6,4,5,,0,675,us,529,0,15.7,mww,134.7,-18.685,-174.705,2012-04-28,,Tonga
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,0,7,,0,691,us,370,0,15.4,mww,16,-1.617,134.276,2012-04-21,,Indonesia
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,6,5,,0,732,us,597,0,12.6,mww,198,-5.462,147.117,2012-04-17,,Papua New Guinea
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,0,7,,0,691,us,518,0,26.9,mww,29,-32.625,-71.365,2012-04-17,South America,Chile
"M 7.0 - 69 km ENE of San Luis, Mexico",7,7,7,,0,1000,us,474,0,95.9,mww,13,28.696,-113.104,2012-04-12,North America,Mexico
"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,7,6,,0,1171,us,599,0,54.1,mwb,20,18.229,-102.689,2012-04-11,North America,Mexico
M 8.2 - off the west coast of northern Sumatra,8.2,9,6,green,0,1213,us,341,0,14.9,mwc,25.1,0.802,92.463,2012-04-11,,
M 8.6 - off the west coast of northern Sumatra,8.6,9,7,yellow,0,2048,official,499,0,16.6,mw,20,2.327,93.063,2012-04-11,,
"M 7.1 - 23 km NE of Constitución, Chile",7.1,7,7,,0,1496,us,553,0,15.2,mww,40.7,-35.2,-72.217,2012-03-25,South America,Chile
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,6,6,,0,709,us,640,0,10.1,mww,118,-6.242,145.955,2012-03-21,,Papua New Guinea
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,9,8,,0,1752,us,672,0,37.9,mww,20,16.493,-98.231,2012-03-20,North America,Mexico
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,7,7,,0,833,us,596,0,13.4,mww,12,51.708,95.991,2012-02-26,Asia,Russia
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,9,7,,0,1551,us,572,0,11.1,mww,11,9.999,123.206,2012-02-06,,Philippines
"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,5,5,,0,793,us,573,0,12,mww,23,-17.827,167.133,2012-02-02,,
M 7.2 - off the west coast of northern Sumatra,7.2,4,4,,0,838,us,443,0,17,mww,19,2.433,93.21,2012-01-10,,
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,0,7,,0,670,us,545,0,17.6,mww,15,51.842,95.911,2011-12-27,Asia,Russia
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,6,6,,0,834,us,485,0,10.6,mww,135,-7.551,146.809,2011-12-14,,Papua New Guinea
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,8,7,,0,1400,us,578,0,38.6,mww,59,17.986,-99.789,2011-12-11,North America,Mexico
"M 6.9 - 39 km SW of Santiago, Peru",6.9,6,7,,0,847,us,474,0,46.5,mww,24,-14.438,-75.966,2011-10-28,South America,Peru
"M 7.1 - 27 km NNE of Van, Turkey",7.1,9,9,,0,1096,us,693,0,19.7,mww,18,38.721,43.508,2011-10-23,Asia,Turkey
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,3,6,,0,655,us,423,0,12.6,mww,37,-6.57,147.881,2011-10-14,,Papua New Guinea
"M 6.9 - 43 km NW of Mangan, India",6.9,8,8,,0,1562,us,383,0,13,mww,50,27.73,88.155,2011-09-18,Asia,India
"M 6.7 - 99 km NE of Miyako, Japan",6.7,5,5,,0,712,us,667,0,10.9,mwc,30,40.273,142.779,2011-09-16,,
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,5,6,,0,915,us,447,0,15.3,mww,91,2.965,97.893,2011-09-05,,Indonesia
"M 7.0 - 133 km SSE of Isangel, Vanuatu",7,7,5,,0,761,us,406,0,15.3,mww,185.1,-20.671,169.716,2011-09-03,,
"M 7.0 - 64 km ESE of Contamana, Peru",7,6,6,,0,913,us,471,0,26.9,mww,147,-7.641,-74.525,2011-08-24,South America,Peru
"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,5,6,,0,787,us,564,0,12.3,mww,28,-18.311,168.218,2011-08-20,,
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,0,5,,0,650,us,322,0,15,mwc,35,-18.308,168.156,2011-08-20,,
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,8,6,,0,813,us,280,0,18.4,mww,32,-18.365,168.143,2011-08-20,,
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,3,6,,0,674,us,229,0,16.6,mww,10,-3.518,144.828,2011-07-31,,Papua New Guinea
M 7.6 - Kermadec Islands region,7.6,3,7,,0,893,us,567,0,33.5,mww,17,-29.539,-176.34,2011-07-06,,
"M 6.7 - 41 km NNE of Miyako, Japan",6.7,6,6,,0,749,us,592,0,24.9,mww,33,39.955,142.205,2011-06-22,Asia,Japan
"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,4,5,,0,734,us,519,0,12.5,mww,11,-20.244,168.226,2011-05-10,,
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,5,6,,0,719,us,445,0,13,mww,79,-10.375,161.2,2011-04-23,,Solomon Islands
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,7,7,,0,822,us,586,0,10.1,mww,11,37.001,140.401,2011-04-11,Asia,Japan
"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,8,8,,0,1114,us,446,0,17.7,mww,42,38.276,141.588,2011-04-07,Asia,Japan
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,7,6,,0,897,us,518,0,37.2,mww,166.2,17.208,-94.338,2011-04-07,,Mexico
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,7,9,,0,1154,us,335,0,18.2,mww,8,20.687,99.822,2011-03-24,Asia,Myanmar
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,6,5,,0,673,us,668,0,9.5,ms,25.7,39.241,142.463,2011-03-11,,
"M 6.5 - 81 km NE of Hasaki, Japan",6.5,0,4,,0,650,us,369,0,18.7,mb,6.8,36.166,141.562,2011-03-11,,
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,7,4,,0,931,us,507,0,10.8,mwc,18.6,38.058,144.59,2011-03-11,,
"M 7.9 - 47 km E of ?arai, Japan",7.9,8,7,,0,1140,us,163,0,48.4,mwc,42.6,36.281,141.111,2011-03-11,,
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,9,8,,0,2184,official,541,0,9.5,mww,29,38.297,142.373,2011-03-11,,
"M 7.3 - 120 km SE of ?funato, Japan",7.3,5,5,,0,972,us,550,0,17.4,mww,32,38.435,142.842,2011-03-09,,
"M 6.7 - 38 km W of Constitución, Chile",6.7,5,6,,0,731,us,358,0,33.9,mww,21,-35.38,-72.834,2011-02-14,,
"M 6.9 - 21 km N of Tomé, Chile",6.9,7,7,,0,988,us,382,0,34.7,mww,26,-36.422,-72.96,2011-02-11,South America,Chile
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,7,7,,0,1449,us,372,0,25.3,mww,68,28.777,63.951,2011-01-18,Asia,Pakistan
"M 7.0 - 118 km NNE of Tadine, New Caledonia",7,2,5,,0,755,us,578,0,13.3,mww,9,-20.628,168.471,2011-01-13,,
"M 7.2 - 42 km NNW of Carahue, Chile",7.2,8,7,,0,1054,us,397,0,30.1,mww,24,-38.355,-73.326,2011-01-02,South America,Chile
"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,0,5,,0,820,us,409,0,12,mwc,16,-19.702,167.947,2010-12-25,,
"M 6.7 - 111 km SE of Bam, Iran",6.7,3,7,,0,708,us,279,0,24.3,mwc,12,28.412,59.18,2010-12-20,Asia,Iran
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,0,6,,0,670,us,306,0,18.5,mwb,33,-6.001,149.977,2010-12-02,,Papua New Guinea
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,4,7,,0,946,us,379,0,23,mwc,20.1,-3.487,100.082,2010-10-25,,
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,5,5,,0,776,us,352,0,50.3,mwc,13,24.696,-109.156,2010-10-21,,
"M 7.0 - Near the south coast of Papua, Indonesia",7,8,5,,0,772,us,271,0,15.1,mwc,26,-4.963,133.76,2010-09-29,,Indonesia
"M 7.0 - 19 km NE of Methven, New Zealand",7,8,8,,0,1245,us,365,0,15.8,mwc,12,-43.522,171.83,2010-09-03,,New Zealand
M 7.1 - Ecuador,7.1,6,5,,0,945,us,672,0,12.4,mwc,206.7,-1.266,-77.306,2010-08-12,South America,Ecuador
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,7,7,,0,850,us,405,0,20.2,mwc,25,-17.541,168.069,2010-08-10,,Vanuatu
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7,4,6,,0,757,us,396,0,12.7,mww,44,-5.746,150.765,2010-08-04,,Papua New Guinea
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,5,4,,0,659,us,403,0,11.1,mwc,220,-5.486,146.822,2010-08-04,,Papua New Guinea
"M 7.6 - 61 km W of Bantogon, Philippines",7.6,5,3,,0,902,us,340,0,15.1,mwc,578,6.497,123.48,2010-07-23,,Philippines
"M 7.3 - New Britain region, Papua New Guinea",7.3,8,7,,0,831,us,397,0,18.2,mwc,35,-5.931,150.59,2010-07-18,,Papua New Guinea
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,4,7,,0,737,us,456,0,15.7,mwc,28,-5.966,150.428,2010-07-18,,Papua New Guinea
"M 6.6 - 30 km SSE of Cañete, Chile",6.6,6,7,,0,753,us,295,0,52.8,mwc,22,-38.067,-73.31,2010-07-14,South America,Chile
