title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,event_date_utc,continent,country
"M 6.8 - 123 km SSE of Pondaguitan, Philippines",6.8,0,5,,0,711,us,0,0,0,mwc,50,5.41,126.764,1998-09-02,,Indonesia
"M 7.2 - 3 km E of Bahía de Caráquez, Ecuador",7.2,0,7,,0,798,us,0,0,0,mwc,33,-0.593,-80.393,1998-08-04,South America,Ecuador
"M 6.7 - 192 km W of Abepura, Indonesia",6.7,0,6,,0,691,us,0,0,0,mwc,33,-2.693,138.901,1998-07-29,,Indonesia
"M 7.0 - 50 km WNW of Aitape, Papua New Guinea",7,0,7,,0,754,us,0,0,0,mwc,10,-2.961,141.926,1998-07-17,,Papua New Guinea
"M 7.0 - 52 km SE of Lata, Solomon Islands",7,0,7,,0,754,us,0,0,0,mwc,110.2,-11.04,166.16,1998-07-16,,Solomon Islands
"M 6.6 - 24 km E of Rust?q, Afghanistan",6.6,0,6,,0,670,us,0,0,0,mwb,33,37.106,70.11,1998-05-30,Asia,Afghanistan
"M 6.6 - 25 km NNW of Mizque, Bolivia",6.6,0,8,,0,670,us,0,0,0,mwb,24,-17.731,-65.431,1998-05-22,South America,Bolivia
"M 6.7 - 127 km NNW of Palu, Indonesia",6.7,0,6,,0,691,us,0,0,0,mwb,33,0.207,119.584,1998-05-21,,Indonesia
"M 6.6 - 108 km SW of Kokopo, Papua New Guinea",6.6,0,6,,0,670,us,0,0,0,mwc,61.4,-5.147,151.714,1998-05-13,,Papua New Guinea
"M 7.5 - 254 km SSE of Ishigaki, Japan",7.5,0,5,,0,865,us,0,0,0,mwb,33,22.306,125.308,1998-05-03,,
"M 6.6 - 43 km NE of San Fernando, Peru",6.6,0,5,,0,670,us,0,0,0,mwc,164.6,-8.148,-74.238,1998-04-03,South America,Peru
"M 7.0 - 95 km W of Pariaman, Indonesia",7,0,6,,0,754,us,0,0,0,mwc,55.7,-0.544,99.261,1998-04-01,,Indonesia
"M 6.6 - 52 km ESE of Kerman, Iran",6.6,0,8,,0,670,us,0,0,0,mwc,9,30.154,57.605,1998-03-14,Asia,Iran
"M 7.1 - 34 km SSE of Antofagasta, Chile",7.1,0,7,,0,776,us,0,0,0,mwc,42,-23.913,-70.207,1998-01-30,South America,Chile
"M 6.7 - 149 km ENE of Labasa, Fiji",6.7,0,6,,0,691,us,0,0,0,mwc,23.4,-15.848,-179.376,1998-01-12,,Fiji
"M 6.6 - 47 km SSW of Ovalle, Chile",6.6,0,7,,0,670,us,0,0,0,mwc,34.8,-30.985,-71.41,1998-01-12,South America,Chile
"M 6.6 - 10 km SSW of San José El Ídolo, Guatemala",6.6,0,6,,0,670,us,0,0,0,mwc,33,14.374,-91.473,1998-01-10,,Guatemala
"M 7.2 - 117 km N of Finschhafen, Papua New Guinea",7.2,0,6,,0,798,us,0,0,0,mwc,179.3,-5.495,147.867,1997-12-22,,Papua New Guinea
"M 7.8 - 156 km S of Ust’-Kamchatsk Staryy, Russia",7.8,0,7,,0,936,us,0,0,0,mwc,33,54.841,162.035,1997-12-05,Asia,Russia
"M 7.0 - 97 km NW of Gorontalo, Indonesia",7,0,6,,0,754,us,0,0,0,mwc,24,1.241,122.536,1997-11-25,,Indonesia
"M 6.6 - 22 km SW of Lithakiá, Greece",6.6,0,7,,0,670,us,0,0,0,mwc,33,37.57,20.656,1997-11-18,Europe,
"M 7.0 - 34 km ESE of Port-Olry, Vanuatu",7,0,6,,0,754,us,0,0,0,mwc,123.1,-15.145,167.375,1997-11-15,,Vanuatu
"M 6.5 - 13 km NNE of San Sebastián, El Salvador",6.5,0,4,,0,650,us,0,0,0,mwb,176.4,13.849,-88.808,1997-11-09,,El Salvador
M 7.5 - western Xizang,7.5,0,7,,0,865,us,0,0,0,mwc,33,35.069,87.325,1997-11-08,Asia,People's Republic of China
"M 7.2 - 51 km N of Barranca, Peru",7.2,0,7,,0,798,us,0,0,0,mwc,112,-4.368,-76.681,1997-10-28,South America,Peru
"M 7.1 - 36 km SW of Monte Patria, Chile",7.1,0,7,,0,776,us,0,0,0,mwc,58,-30.933,-71.22,1997-10-15,South America,Chile
"M 7.8 - 192 km WSW of Haveluloto, Tonga",7.8,0,7,,0,936,us,0,0,0,mwb,167.3,-22.101,-176.772,1997-10-14,,
"M 6.5 - 18 km E of Talisay, Philippines",6.5,0,5,,0,650,us,0,0,0,mwb,105.6,9.79,125.779,1997-10-06,,Philippines
"M 6.8 - 24 km SW of Roncesvalles, Colombia",6.8,0,5,,0,711,us,0,0,0,mwb,198.7,3.849,-75.749,1997-09-02,South America,Colombia
"M 6.6 - 64 km NNE of Angoram, Papua New Guinea",6.6,0,6,,0,670,us,0,0,0,mwc,22.8,-3.562,144.362,1997-08-29,,Papua New Guinea
"M 6.9 - 4 km ENE of El Ciruelo, Mexico",6.9,0,6,,0,732,us,0,0,0,mwb,33,16.333,-98.216,1997-07-19,North America,Mexico
"M 7.0 - 26 km WSW of Carúpano, Venezuela",7,0,8,,0,754,us,0,0,0,mwc,19.9,10.598,-63.486,1997-07-09,,Venezuela
"M 6.8 - 52 km WSW of Coquimbo, Chile",6.8,0,6,,0,711,us,0,0,0,mwc,19,-30.058,-71.872,1997-07-06,,
"M 6.5 - 5 km ENE of Churumuco de Morelos, Mexico",6.5,0,6,,0,650,us,0,0,0,mwc,70,18.684,-101.604,1997-05-22,North America,Mexico
"M 6.8 - 99 km S of Isangel, Vanuatu",6.8,0,6,,0,711,us,0,0,0,mwc,57,-20.438,169.287,1997-05-21,,
"M 6.5 - 51 km S of Jurm, Afghanistan",6.5,0,4,,0,650,us,0,0,0,mwb,196,36.411,70.945,1997-05-13,Asia,Afghanistan
"M 7.3 - 58 km E of Q?’en, Iran",7.3,0,9,,0,820,us,0,0,0,mwb,10,33.825,59.809,1997-05-10,Asia,Iran
"M 6.5 - 49 km N of Yigo Village, Guam",6.5,0,6,,0,650,us,0,0,0,mwc,100.8,13.986,144.901,1997-04-23,,
"M 6.7 - 18 km WSW of Scarborough, Trinidad and Tobago",6.7,0,7,,0,691,us,0,0,0,mwb,5,11.112,-60.892,1997-04-22,,Trinidad and Tobago
"M 7.7 - 171 km NNW of Sola, Vanuatu",7.7,0,6,,0,912,us,0,0,0,mwc,33,-12.584,166.676,1997-04-21,,
"M 6.5 - 49 km W of Finschhafen, Papua New Guinea",6.5,0,6,,0,650,us,0,0,0,mwc,69.1,-6.485,147.408,1997-04-05,,Papua New Guinea
"M 6.9 - 121 km E of Kinablangan, Philippines",6.9,0,5,,0,732,us,0,0,0,mwb,10,7.742,127.647,1997-03-11,,
"M 7.1 - 29 km ESE of Harnai, Pakistan",7.1,0,6,,0,776,us,0,0,0,mwc,33,29.976,68.208,1997-02-27,Asia,Pakistan
M 6.5 - Turkmenistan-Iran border region,6.5,0,8,,0,650,us,0,0,0,mwc,10,37.661,57.291,1997-02-04,Asia,Iran
"M 7.2 - 46 km WNW of El Habillal, Mexico",7.2,0,7,,0,798,us,0,0,0,mwb,33,18.219,-102.756,1997-01-11,North America,Mexico
"M 6.5 - 131 km W of Iwanai, Japan",6.5,0,4,,0,650,us,0,0,0,mwc,226.5,43.207,138.92,1996-12-22,,
"M 6.7 - 17 km SW of Miyazaki, Japan",6.7,0,6,,0,691,us,0,0,0,mwc,49.2,31.789,131.314,1996-12-02,Asia,Japan
"M 6.9 - 130 km ENE of Thang, India",6.9,0,7,,0,732,us,0,0,0,mwc,33,35.345,78.133,1996-11-19,Asia,People's Republic of China
"M 7.7 - 60 km SW of Changuillo, Peru",7.7,0,7,,0,912,us,0,0,0,mwc,33,-14.993,-75.675,1996-11-12,,Peru
"M 6.7 - 5 km SE of Miyazaki, Japan",6.7,0,7,,0,691,us,0,0,0,mwc,22,31.885,131.468,1996-10-19,Asia,Japan
"M 6.6 - 20 km SSE of Nishinoomote, Japan",6.6,0,7,,0,670,us,0,0,0,mwc,10,30.568,131.093,1996-10-18,Asia,Japan
"M 6.8 - 90 km S of Panguna, Papua New Guinea",6.8,0,6,,0,711,us,0,0,0,mwc,24,-7.133,155.568,1996-10-14,,Solomon Islands
"M 6.8 - 36 km SW of Paphos, Cyprus",6.8,0,6,,0,711,us,0,0,0,mwc,33,34.556,32.126,1996-10-09,Asia,
"M 6.6 - 24 km NE of Cortes, Philippines",6.6,0,6,,0,670,us,0,0,0,mwc,33,9.454,126.334,1996-09-20,,Philippines
"M 6.6 - 22 km NNE of Cortes, Philippines",6.6,0,6,,0,670,us,0,0,0,mwc,33,9.463,126.284,1996-09-20,,Philippines
"M 6.8 - 78 km E of Hengchun, Taiwan",6.8,0,6,,0,711,us,0,0,0,mwc,20,21.898,121.498,1996-09-05,,Taiwan
"M 6.9 - 62 km WSW of Kirakira, Solomon Islands",6.9,0,6,,0,732,us,0,0,0,mwc,33,-10.769,161.445,1996-08-02,,Solomon Islands
"M 7.0 - 220 km NNE of Palu, Indonesia",7,0,6,,0,754,us,0,0,0,mwc,33,1,120.45,1996-07-22,,Indonesia
"M 6.6 - 217 km NNE of Palu, Indonesia",6.6,0,6,,0,670,us,0,0,0,mwb,33,1.016,120.254,1996-07-16,,Indonesia
"M 6.8 - 26 km NNE of Coyuquilla Norte, Mexico",6.8,0,6,,0,711,us,0,0,0,mwb,18.3,17.6,-100.965,1996-07-15,North America,Mexico
"M 7.9 - 169 km NNE of Maumere, Indonesia",7.9,0,4,,0,960,us,0,0,0,mwc,587.3,-7.137,122.589,1996-06-17,,Indonesia
"M 7.1 - 8 km NNE of Palapag, Philippines",7.1,0,6,,0,776,us,0,0,0,mwc,33,12.614,125.154,1996-06-11,,Philippines
"M 7.3 - 46 km SSW of Adak, Alaska",7.3,0,7,,0,820,us,0,0,0,mwc,26.3,51.478,-176.847,1996-06-10,North America,United States of America
"M 7.9 - 77 km WSW of Adak, Alaska",7.9,0,7,,0,960,us,0,0,0,mwc,33,51.564,-177.632,1996-06-10,North America,United States of America
"M 6.7 - 63 km NW of Sola, Vanuatu",6.7,0,4,,0,691,us,0,0,0,mwc,200.1,-13.481,167.13,1996-06-10,,Vanuatu
"M 7.2 - 58 km WSW of Panguna, Papua New Guinea",7.2,0,6,,0,798,us,0,0,0,mwc,44,-6.518,154.999,1996-04-29,,Papua New Guinea
"M 6.6 - 44 km SE of Antofagasta, Chile",6.6,0,7,,0,670,us,0,0,0,mwb,49.5,-23.944,-70.093,1996-04-19,South America,Chile
"M 6.7 - 44 km NNE of Port-Olry, Vanuatu",6.7,0,5,,0,691,us,0,0,0,mwc,164.4,-14.705,167.297,1996-03-17,,Vanuatu
"M 6.7 - 30 km WSW of Villa El Carmen, Nicaragua",6.7,0,6,,0,691,us,0,0,0,mwc,33,11.905,-86.772,1996-03-03,,Nicaragua
"M 6.6 - 39 km WSW of Masachapa, Nicaragua",6.6,0,6,,0,670,us,0,0,0,mwc,33,11.657,-86.856,1996-03-03,,
"M 7.1 - 24 km SSW of Santa María Chico Ometepec, Mexico",7.1,0,7,,0,776,us,0,0,0,mw,21.1,15.978,-98.07,1996-02-25,North America,Mexico
"M 7.5 - 123 km WSW of Puerto Santa, Peru",7.5,0,6,,0,865,us,0,0,0,mw,10,-9.593,-79.587,1996-02-21,,Peru
"M 6.5 - 32 km NNE of Biak, Indonesia",6.5,0,6,,0,650,us,0,0,0,mw,31.9,-0.917,136.225,1996-02-17,,Indonesia
"M 6.5 - 67 km NNW of Insrom, Indonesia",6.5,0,6,,0,650,us,0,0,0,mw,19.2,-0.567,135.84,1996-02-17,,Indonesia
"M 8.1 - 101 km ENE of Biak, Indonesia",8.09,0,8,,0,1007,official,0,0,0,mww,33,-0.891,136.952,1996-02-17,,
"M 6.7 - 123 km E of Namie, Japan",6.7,0,4,,0,691,us,0,0,0,mw,40.8,37.353,142.38,1996-02-16,,
"M 7.2 - 158 km E of Kuril’sk, Russia",7.2,0,6,,0,798,us,0,0,0,mw,42.6,45.324,149.892,1996-02-07,,
"M 6.6 - 47 km N of Lijiang, China",6.6,0,10,,0,670,us,0,0,0,mw,11.1,27.291,100.276,1996-02-03,Asia,People's Republic of China
"M 6.6 - 106 km NE of Yelizovo, Russia",6.6,0,7,,0,670,us,0,0,0,ms,33,53.826,159.586,1996-01-01,Asia,Russia
"M 7.9 - 181 km N of Palu, Indonesia",7.9,0,8,,0,960,us,0,0,0,mw,24,0.729,119.931,1996-01-01,,Indonesia
"M 7.1 - 297 km NE of Lospalos, Timor Leste",7.1,0,6,,0,776,us,0,0,0,mw,141.9,-6.903,129.151,1995-12-25,,Indonesia
"M 6.5 - 130 km SSW of Abepura, Indonesia",6.5,0,6,,0,650,us,0,0,0,mwb,63.4,-3.703,140.233,1995-12-19,,Indonesia
"M 7.9 - 128 km ESE of Kuril’sk, Russia",7.9,0,6,,0,960,us,0,0,0,mw,33,44.663,149.3,1995-12-03,,
"M 7.2 - 27 km SSE of Nuwaybi‘a, Egypt",7.2,0,9,,0,798,us,0,0,0,mw,10,28.826,34.799,1995-11-22,Asia,Saudi Arabia
"M 6.7 - 73 km WSW of Vallenar, Chile",6.7,0,7,,0,691,us,0,0,0,mw,19.9,-28.906,-71.417,1995-11-01,,Chile
"M 7.2 - 13 km NW of Ocozocoautla de Espinosa, Mexico",7.2,0,6,,0,798,us,0,0,0,mw,159.3,16.84,-93.469,1995-10-21,,Mexico
"M 6.8 - 71 km ESE of Naze, Japan",6.8,0,6,,0,711,us,0,0,0,mw,19.7,28.094,130.148,1995-10-19,,
"M 7.1 - 83 km SE of Naze, Japan",7.1,0,6,,0,776,us,0,0,0,mw,28.4,27.929,130.175,1995-10-18,,
"M 8.0 - 5 km E of El Colomo, Mexico",8,0,8,,0,985,us,0,0,0,mw,33,19.055,-104.205,1995-10-09,North America,Mexico
"M 6.8 - 5 km ENE of Sungai Penuh, Indonesia",6.8,0,7,,0,711,us,0,0,0,mw,33,-2.045,101.436,1995-10-06,,Indonesia
"M 6.5 - 50 km SE of Sucúa, Ecuador",6.5,0,7,,0,650,us,0,0,0,mw,16.7,-2.778,-77.851,1995-10-03,South America,Ecuador
"M 7.0 - 45 km SE of Sucúa, Ecuador",7,0,7,,0,754,us,0,0,0,mw,24.4,-2.75,-77.881,1995-10-03,South America,Ecuador
"M 6.5 - 81 km W of Paramonga, Peru",6.5,0,5,,0,650,us,0,0,0,mwb,59.9,-10.68,-78.581,1995-09-23,,Peru
"M 7.4 - 5 km N of Azoyú, Mexico",7.4,0,7,,0,842,us,0,0,0,mwb,23,16.779,-98.597,1995-09-14,North America,Mexico
"M 6.6 - 95 km SW of Etchoropo, Mexico",6.6,0,5,,0,670,us,0,0,0,mwb,12.2,26.092,-110.284,1995-08-28,,
"M 6.6 - 7 km WSW of Neira, Colombia",6.6,0,6,,0,670,us,0,0,0,mw,119.6,5.139,-75.577,1995-08-19,South America,Colombia
"M 7.2 - 139 km WNW of Panguna, Papua New Guinea",7.2,0,6,,0,798,us,0,0,0,mw,33,-5.771,154.347,1995-08-16,,
"M 6.6 - 205 km SE of Kokopo, Papua New Guinea",6.6,0,4,,0,670,us,0,0,0,mw,18.7,-5.429,153.773,1995-08-16,,
"M 7.7 - 155 km WNW of Panguna, Papua New Guinea",7.7,0,6,,0,912,us,0,0,0,mw,30.1,-5.799,154.178,1995-08-16,,
"M 6.7 - 99 km WSW of Kokopo, Papua New Guinea",6.7,0,6,,0,691,us,0,0,0,mw,127.9,-4.836,151.515,1995-08-14,,Papua New Guinea
"M 8.0 - 36 km NNE of Antofagasta, Chile",8,0,8,,0,985,us,0,0,0,mw,45.6,-23.34,-70.294,1995-07-30,South America,Chile
"M 6.8 - 158 km W of Jinghong, China",6.8,0,8,,0,711,us,0,0,0,mw,12.5,21.966,99.196,1995-07-11,Asia,Myanmar
"M 6.6 - 0 km ESE of Isangel, Vanuatu",6.6,0,5,,0,670,us,0,0,0,mw,139.4,-19.544,169.287,1995-06-29,,Vanuatu
"M 6.5 - 8 km WNW of Galaxídhion, Greece",6.5,0,7,,0,650,us,0,0,0,mw,14.2,38.401,22.283,1995-06-15,Europe,Greece
"M 7.1 - 85 km S of Tungor, Russia",7.1,0,9,,0,776,us,0,0,0,mwb,11,52.629,142.827,1995-05-27,Asia,Russia
"M 7.7 - 249 km E of Vao, New Caledonia",7.7,0,4,,0,912,us,0,0,0,mw,20.2,-23.008,169.9,1995-05-16,,
"M 6.9 - 27 km NNW of Maubara, Timor Leste",6.9,0,6,,0,732,us,0,0,0,mw,11.2,-8.378,125.127,1995-05-14,,Indonesia
"M 6.6 - 10 km W of Aianí, Greece",6.6,0,9,,0,670,us,0,0,0,mw,14,40.149,21.695,1995-05-13,Europe,Greece
"M 7.1 - 14 km NE of Cabatuan, Philippines",7.1,0,7,,0,776,us,0,0,0,mw,16,12.626,125.297,1995-05-05,,Philippines
